column,q1,q3,iqr,lower_fence,upper_fence,outlier_count,outlier_percent
ph,6.09309191422186,8.06206612314847,1.9689742089266105,3.1396306008319446,11.015527436538386,46,1.6517055655296229
Hardness,176.85053787752437,216.66745621487073,39.81691833734635,117.12516037150485,276.3928337208903,83,2.5335775335775335
Solids,15666.69029696465,27332.762127438615,11666.071830473964,-1832.4174487462951,44831.86987314956,47,1.4346764346764347
Chloramines,6.1274207554913,8.114887032109028,1.9874662766177282,3.1462213405647073,11.09608644703562,61,1.862026862026862
Sulfate,307.69949783471964,359.9501703847443,52.25067255002466,229.32348900968265,438.3261792097813,41,1.6432865731462927
Conductivity,365.7344141184627,481.7923044877282,116.05789036926546,191.64757856456453,655.8791400416264,11,0.3357753357753358
Organic_carbon,12.065801333613067,16.557651543843434,4.491850210230368,5.328026018267515,23.295426859188986,25,0.7631257631257631
Trihalomethanes,55.844535620979954,77.33747290873062,21.492937287750664,23.60512968935396,109.57687884035661,33,1.0597302504816954
Turbidity,3.439710869612912,4.50031978728511,1.060608917672198,1.8487974931046152,6.091233163793407,19,0.57997557997558
