feature,min,max,median,p05,p95
ph,0.2274990502021987,13.54124023656798,7.035036795196814,4.435569954630402,9.808953462109354
Hardness,47.432,323.124,196.92806093779086,142.2771462352828,250.4272109913318
Solids,320.942611274359,61227.19600771213,20866.335842223954,9257.117267880578,38417.14024742052
Chloramines,0.3520000000000003,13.043806107761023,7.118161983426347,4.437973023499392,9.772645958986498
Sulfate,129.00000000000003,481.0306423059972,333.073545745888,266.9907934634154,403.8643913396832
Conductivity,181.483753985146,753.3426195583046,424.94133573042495,300.0603577567047,567.035993961412
Organic_carbon,2.1999999999999886,27.00670661116601,14.214779561341032,8.828229045492417,19.638044403271188
Trihalomethanes,0.7379999999999995,124.0,66.56570894421057,38.90726106014518,91.85985151065405
Turbidity,1.4922066153042484,6.739,3.9696018473949692,2.6881566568471396,5.224802561727389
